Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,VIN,Stock Number,Dealer,Dealer Phone,Dealer Address,Dealer Website,Listing URL
2025 Nissan Altima,2.5 SR FWD,"Quincy, MA",181 mi away,"$34,340","$29,340",$550/mo est.,1N4BL4CV6SN423093,NS48793,,,,,https://www.cargurus.com/details/430519904?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=4&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49lgEAJx1uCQoAOZwAOztHACu3RXo7Q04OHUAbDgAtFAQo8wT+AAc9hMARvYrc3UM3u32pHWkeKOEzS1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9KMALIAq51fJ5IA
2025 Nissan Altima,2.5 SR FWD,"Quincy, MA",181 mi away,"$34,340","$29,340",$550/mo est.,1N4BL4CV7SN423068,NS48792,,,,,https://www.cargurus.com/details/430519906?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=5&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49lgEAJx1WABsJCgA5nAA7J0cAK69FeidDTg4dU04ALRQEE3Mk-gAHPaTAEb2q-N1DN6d9qR1pHhNhK1tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRNACygOudXyeSAA
2025 Nissan Altima,2.5 SR FWD,"Quincy, MA",181 mi away,"$34,340","$29,340",$550/mo est.,1N4BL4CV3SN426985,NS48822,,,,,https://www.cargurus.com/details/432687017?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=6&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49swAbAAcAOxYGI0kKADmcI1tigCufRXojQCcIzg4I7U4ALRQELXMM-j19jMARvbrSyMM3o32pCOkeLWE7R1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfS1ACywNuI3yeSAA
2025 Mitsubishi Outlander Sport,ES AWC,"Framingham, MA",165 mi away,"$30,145","$29,345",$550/mo est.,JA4ARUAU4SU014749,M10056,Icon Mitsubishi - Framingham,(617) 410-5929,"154 Waverly St, Framingham, MA 01702",https://www.iconmitsubishi.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/438006221?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=7&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAcbABszMwYJCgA5nAA7J0cAK69FeidAJzDODjD9TgAtFAQjdP4NfbTAEb2q8zTwwzenfakw6R49YStbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6eoAWSBN2G+TyQA
2025 Nissan Altima,2.5 SR AWD,"Totowa, NJ",17 mi away,"$32,800","$29,345",$550/mo est.,1N4BL4CW0SN320695,250470,Route 46 Nissan,(309) 245-3923,"440 U.S. 46, Totowa, NJ 07512",https://www.route46nissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/408994826?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=8&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4WAAcAJx1ODXMAGwkKADmcADs3RwArv0V6N0NODh1LTgAtFAQLczT+DX20wBG9muLdQze3fakdaR4LYTtHWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6FoAWSBNzq+TyQA
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$35,785","$29,349",$550/mo est.,3FMCR9BN9SRF19319,256091,Bob Bell Ford Hyundai,(443) 400-7206,"7125 Ritchie Hwy, Glen Burnie, MD 21061",https://www.bobbellford.com,https://www.cargurus.com/details/426513777?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=9&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zABsBPYA7E0kKADmcM2KAK5dFegNAJwDODgDNTgAtFAQNcwT+AAc9hMARvYrcwMM3g32pAOkeDWELa1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9DUALIAq4DfJ5IA
2024 Mitsubishi Outlander Sport,,"Commack, NY",34 mi away,"$30,005","$29,349",$554/mo est.,JA4ARUAU6RU019994,53159,Pristine Mitsubishi,(631) 529-1459,"1158 Jericho Tpke, Commack, NY 11725",http://pristinemitsubishi.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/405590059?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=10&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4WHh4AJxs9SQoAOZwAOztHACu3RXo7XV1ODh1AGw4ALRQEGPMk-gAHPaTAEb2q-N1DN7t9qR1pHhjhM0tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRjACygOudXyeSAA
2025 Mazda CX-5,2.5 S AWD,"Rensselaer, NY",128 mi away,"$31,365","$29,365",$550/mo est.,JM3KFBAL7S0775711,M29399,Cooley Mazda,(518) 800-3796,"401 Greenbush Road, Rensselaer, NY 12144",https://www.cooleymazda.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/436432142?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=12&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gBs1cwYOMwkKADmcADsHRwArj0V6B0AnEM4OEN1ALRQEDXMk-gAHPaTAEb2q-NDDN4d9qRDpHg1hC2tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQ1ACygOuQ3yeSAA
2025 Ford Bronco Sport,Big Bend AWD,"Cheshire, CT",70 mi away,"$33,665","$29,366",$550/mo est.,3FMCR9BN8SRE65656,L25142,Dowling Ford,(203) 437-6743,"1011 S Main St, Cheshire, CT 06410",http://www.dowlingford.com/new------3FMCR9BN8SRE65656?utm_medium=referral&utm_source=CarGurus,https://www.cargurus.com/details/413892349?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=13&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4GPYAHACczPY49SQoAOZwAOxdHACufRXoXfX1OC0AbDgAtFAQE8zT+LX20wBG9muL9QzeXfak9aR4E4Rt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6CYAWSBN3q+TyQA
2025 Volkswagen Taos,SE Black 4Motion,"Medford, MA",182 mi away,"$34,482","$29,369",$551/mo est.,3VV2C7B29SM082609,25674,Colonial Volkswagen of Medford,(781) 230-6840,"340 Mystic Ave, Medford, MA 02155",http://vwmedford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/421842229?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=14&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zBgAHNXMzACcJCgA5nAA7J0cAK69FeidTU04OE0AbDgAtFAQE8zT+LX20wBG9muLTQzenfakTaR4E4StbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6CYAWSBNya+TyQA
2025 Volkswagen Taos,SE Black 4Motion,"Medford, MA",182 mi away,"$34,482","$29,369",$551/mo est.,3VV2C7B2XSM083736,25704,Colonial Volkswagen of Medford,(781) 230-6840,"340 Mystic Ave, Medford, MA 02155",http://vwmedford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/422221204?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=15&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zDXMGKw4JCgA5nAA7G0cAK5dFehtAJwDODgDAGw4ALRQEGPMk-gAHPaTAEb2q-MDDN5t9qQDpHhjhE3NYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRjACygOuA3yeSAA
2025 Volkswagen Taos,SE Black 4Motion,"Medford, MA",182 mi away,"$34,482","$29,369",$551/mo est.,3VV2C7B21SM081888,25665,Colonial Volkswagen of Medford,(781) 230-6840,"340 Mystic Ave, Medford, MA 02155",http://vwmedford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/424670274?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=16&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zDgAbADs-vU4JCgA5nD19RwArj0V6PUAnEM4OEO1OAC0UBC1zFP4ABz2UwBG9msLQwze9fakQ6R4tYStbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6WoAWSBNyG+TyQA
2025 Nissan Altima,2.5 SV FWD,"Hazle Township, PA",110 mi away,"$29,375","$29,375",$551/mo est.,1N4BL4DV1SN346972,SN346972,,,,,https://www.cargurus.com/details/438239946?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=17&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAczPYAnA04AGwkKADmcADs3RwArv0V6N1NODgNLTgAtFAQLczT+DX20wBG9muLDQze3fakDaR4LYTtHWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6FoAWSBNwa+TyQA
2025 Nissan Altima,2.5 SV FWD,"Hazle Township, PA",110 mi away,"$29,375","$29,375",$551/mo est.,1N4BL4DV8SN345642,SN345642,,,,,https://www.cargurus.com/details/438239955?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=18&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAczPYAnA14gSAoAOZwAOxdHACufRXoXU04OA0AbDgAtFAQE8zT+DX20wBG9muLDQzeXfakDaR4E4QkHWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6CYAWSBNwa+TyQA
2025 Nissan Altima,2.5 SV FWD,"Hazle Township, PA",110 mi away,"$29,375","$29,375",$551/mo est.,1N4BL4DV5SN347929,SN347929,,,,,https://www.cargurus.com/details/438240012?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=19&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAczDhsGMwkKADmcADsHRwArj0V6B0AnEM4OEMAbDgAtFAQE8zT+DX20wBG9muLQwzeHfakQ6R4E4QtrWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6CYAWSBNyG+TyQA
2025 Ford Bronco Sport,Big Bend AWD,"Hanover, PA",176 mi away,"$32,990","$29,380",$551/mo est.,3FMCR9BNXSRF00990,N25422,Gene Latta Ford,(717) 716-6901,"1565 Carlisle Pike, Hanover, PA 17331",https://www.genelattaford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/419398552?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=20&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4GACc9jUAHHh4zCQoAOZwAOxdHACufRXoXTU1ODg1AGw4ALRQEJPMM-gN9jMARvbrSzUM3l32pDWkeJOEbe1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfSTACywNuNXyeSAA
2025 Ford Bronco Sport,Big Bend AWD,"Hanover, PA",176 mi away,"$32,990","$29,380",$551/mo est.,3FMCR9BNXSRF26893,N25482,Gene Latta Ford,(717) 716-6901,"1565 Carlisle Pike, Hanover, PA 17331",https://www.genelattaford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/422978049?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=21&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zMwAnADsABy4tSQoAOZw9fUcAK69Fej1tbU4OLUAbDgAtFAQE8zT+I320wBG9muLtQze9faktaR4E4Rt7WDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6CYAWSBN1q+TyQA
2025 Mazda CX-5,2.5 S Preferred AWD,"Laurel, MD",194 mi away,"$35,005","$29,380",$551/mo est.,JM3KFBCM3S0809360,MA809360,Ourisman Mazda Mitsubishi,(301) 298-8777,"3516 Fort Meade Rd, Laurel, MD 20724",https://www.ourismanmazda.com,https://www.cargurus.com/details/440425699?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=22&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OLgBAGwAnA0kKADmcADsHRwArj0V6B1N1Q11OAC0UBB1zOP4ABz24wBG9suzDQzeHfakDaR4dYQtrWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPo6gBZf6XBr5PJAA
2025 Ford Maverick,XL SuperCrew AWD,"Philadelphia, PA",80 mi away,"$29,385","$29,385",$551/mo est.,3FTTW8BA3SRA35909,5T054,Dunphy Ford,(877) 404-0807,"7700 Frankford Ave., Philadelphia, PA 19136",http://dunphyford.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/406925790?resultSetId=4ef9ea80-991f-4dc3-86b7-1aa12824af82&searchUuid=79944964-cf62-4583-b3b2-9eea73d9d561&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=23&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4WABsAJwBAOx1LigA5nCNjRwArj0V6M11ODh1NTgAtFAQNcwT+AAc9hMARvYrc3UM3o32pHWkeDWEJO1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9DUALIAq51fJ5IA
2025 Mazda CX-5,2.5 S Select AWD,"Hamden, CT",65 mi away,"$32,385","$29,385",$551/mo est.,JM3KFBBL8S0794444,MM25378,Hamden Mazda,(888) 684-3970,"200 Skiff St, Hamden, CT 06517",https://www.hamdenmazda.com/vehicles/?query=MM25378&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437189249?resultSetId=84c0ea69-09cd-4425-92e8-0a6266125a5d&searchUuid=a80d38bf-724f-4584-99d2-57b6dc9ab081&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=1&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsGAAcAJzMOI0kKADmcDX1HACufRXoYPVYpPb1AEYQALQ1LbP49TgzjY2kzDN4NZMAbKRQjWCTWPWE7R1g6AyqAFLmABq3CKQAYgBCABYAWswAqkgAPIAK30AHcADKyW5gjzxUilZRIfS7ACywNujXyeSAA
2025 Honda Accord,LX FWD,"West Roxbury, MA",174 mi away,"$29,390","$29,390",$551/mo est.,1HGCY1F22SA009849,40138-12,Parkway Honda,(857) 371-3483,"1575 VFW Pkwy, West Roxbury, MA 02132",https://www.parkwayhondaboston.com/inventory/all-vehicles/vehicle/1HGCY1F22SA009849?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/400641724?resultSetId=84c0ea69-09cd-4425-92e8-0a6266125a5d&searchUuid=a80d38bf-724f-4584-99d2-57b6dc9ab081&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=2&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4bABsOBgA7Mw4JCgA5nANABwcAK69FehgXVik9l0ARhAAtE04M-hdONMAnCukzNN4DRM1pFArYBNYXYStbWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6GoAWSBNxW+TyQA
2025 Mazda CX-5,2.5 S Select AWD,"Yonkers, NY",9 mi away,"$32,150","$29,400",$551/mo est.,JM3KFBBL8S0797487,YM2563,Tasca Ford Mazda Subaru Yonkers,(914) 758-1569,"900 Central Park Ave, Yonkers, NY 10704",https://www.tascasubaruyonkers.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437893799?resultSetId=84c0ea69-09cd-4425-92e8-0a6266125a5d&searchUuid=a80d38bf-724f-4584-99d2-57b6dc9ab081&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=3&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsABwAnLUNDSQoAOZw9RwArj0V6GB1WKT2dQBGEAC0Ncw40-h1OFMtpMxTeDXjAGykUA1g41h1hG3tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfTbACygOuDXyeSAA
